chassistype,ram,os,#ofcores,age_category,graphicscardclass,processornumber,cpucode,persona,guid
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Office/Productivity,056acdd43e3b47bdb816141963eb70c4
Desktop,8,Win10,2,2,Office-Class Graphics Cards,14,i3-7100,Communication,067dc6e2259e49c39af13ebbdceeb4fd
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i5-3470,Casual Gamer,e81c8f7522514bdf9c7aca74ed947962
Desktop,16,Win10,2,3,Mid-Range Graphics Cards,14,i3-6100,Web User,0fc9847b835a438f98824dce5a109003
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3320M,Content Creator/IT,52d92fa52010451db620bb9eae2bfe1f
Notebook,8,Win10,4,6,Mid-Range Graphics Cards,22,i7-4700MQ,Web User,f48475a0d0cf4d139d747ca9e76c7959
Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8809G,Casual User,258f7c4558124a079f105200d3951f00
Desktop,16,Win10,4,4,Low-End Graphics Cards,22,i5-4590,Web User,38a1483a2b084baca92a86551f9ec8be
Desktop,12,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3470,Win Store App User,3616b6da8a5f4d6382648394299497d1
Desktop,16,Win10,6,0,,14,i5-9400F,Gamer,9caff5eff7d2475bb13ae1c80efcca0a
Desktop,4,Win10,2,6,Office-Class Graphics Cards,45,E7300,Office/Productivity,1ea14b9436c649c2bd604688d5e46009
Notebook,32,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6820HQ,Office/Productivity,94091bc144b54a3ea1c905ecf3f71989
Desktop,8,Win10,4,6,Mid-Range Graphics Cards,32,i5-2500K,Content Creator/IT,9d07998dc0df49a8aeafd217035486a5
Notebook,8,Win10,4,2,Mid-Range Graphics Cards,14,i5-7300HQ,Casual Gamer,2ecff5234ad54a559eedd8712225ff1b
Desktop,8,Win10,2,6,Low-Midrange Graphics Cards,22,i3-3220T,Win Store App User,c7a37bd16c2843a7acc9cc50a8e337bf
Desktop,6,Win10,4,6,Not Suited for Games,32,i5-2500,Web User,c22baaad01c242e1a9f2c58bce0cc8a6
Intel NUC/STK,8,Win10,4,2,Low-End Graphics Cards,14,J5005,Casual User,b9b1ef557e57408ab894386f5d4baa66
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2670QM,Web User,f3622310a9ec4a7db495fa4bc860a421
Notebook,16,Win10,4,-1,Low-End Graphics Cards,45,i7-820QM,Web User,cb09698ee7db41d1b20f9928a94d2f21
Desktop,32,Win10,4,6,Mid-Range Graphics Cards,22,i7-3770,Web User,d8bccb98ad344f2eb99328b056263b8e
Desktop,32,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700K,Web User,dd6d574037a14873811bad9b813a0e24
Desktop,16,Win10,4,3,,14,i7-6700K,Casual Gamer,f687a27ce3a8433db729dcadf8488f43
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i7-4600U,Communication,03fbbbedee7f4ae3a736c08bb854791b
Notebook,16,Win10,4,1,,14,i7-8565U,Casual Gamer,07e7d370998145eb98c1c52097ed392d
Intel NUC/STK,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7260U,Web User,df416749d03d4076837c1ecf0c60b8ae
Desktop,24,Win10,4,3,Not Suited for Games,14,i7-6700,Communication,32715d10f6424b879f50bfa4025dd029
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Communication,335f64f8cbcc45868522f1e8967349db
Notebook,4,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Web User,9c879f1ab9bc4a6ead3e4735917aa4f7
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700,Communication,a89aba138edd4e9a82c666a5d7adab86
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,B830,Win Store App User,3fbc88cd85fc4a22a2c7be959c6b5cc1
Desktop,32,Win10,4,2,,14,E3-1240v6,Casual Gamer,0b77b6bf46de47c0a6c96d83c13c4e91
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7130U,Web User,040498e9409a4ee3b6fd986376ae4598
Desktop,16,Win10,4,5,Low-End Graphics Cards,22,i7-4790T,Communication,208e3d3651c44d789a91e5e8d3cc337d
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,22,i5-4200U,Content Creator/IT,23c0f158ec3247c6b3dd665aca649a63
Desktop,4,Win10,2,6,,45,E3300,Casual User,ce0495a7abb64c119f6a2a97f5111562
2 in 1,16,Win10,4,1,,14,i7-8650U,Web User,08470f1830ee4c60bf1ac90348e637cf
2 in 1,16,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Communication,065d310c21084a77b1f5e52da8a2c2b4
Desktop,16,Win10,4,6,High-End Graphics Cards,22,i7-3770K,Web User,05c39f7f51c5407ea9b58b0542a9a081
2 in 1,16,Win10,2,2,Office-Class Graphics Cards,14,i7-7Y75,Office/Productivity,090a954880f04739aac5032b8ba5a3b3
Notebook,8,Win10,2,-1,Office-Class Graphics Cards,45,T4400,Casual User,090893a6a9ae44f5948e595f136b1438
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i5-4300U,Web User,063779c95c4c4df587627aed3aebc9e9
Notebook,24,Win10,4,5,High-End Graphics Cards,22,i7-4710HQ,Gamer,a04c994bdff64c38ac942f923bc2af7e
Notebook,16,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Content Creator/IT,07cb0ed586244faeafe3f1f6e1dc2ea6
Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Communication,f04e977710894cd6831206b98065eb22
Notebook,6,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User,c95b272fa59d4173b3fe3f642c5460d9
Notebook,4,Win10,2,6,Low-End Graphics Cards,45,T9400,Web User,ac8482c81934492d86b236c88135bbbe
Notebook,8,Win10,2,6,High-End Graphics Cards,32,i5-2410M,Web User,99f07dcdd74a4bd4a9bdee6b33198b8b
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Web User,fc0652f4e30a43eba4e3cf243ebd10e3
Notebook,8,Win10,2,3,,14,i5-6300U,Office/Productivity,ef78270bc7204cad90c2f1be64eb7005
Notebook,4,Win10,2,5,Office-Class Graphics Cards,22,i5-4210U,Web User,e0af76849a5c4376897ad73aae688031
Notebook,8,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual User,d1ea1e35f3ae4642a73d2f335730a9d8
Notebook,16,Win10,2,3,,14,i5-6300U,Communication,f9c5648b2e2a4f899c4c6a62dbf9c289
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT,0b040d286b2e49dba10061cc0e6665e1
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Office/Productivity,043d1684680e459588dc2ebf2e59c672
Desktop,12,Win10,4,-1,Mid-Range Graphics Cards,-1,Unknown,Casual Gamer,053cbb4e814240fa91e0212efcb0867e
Desktop,8,Win10,4,3,,14,i5-6400,Communication,04840e5b5085402f9bae70f484301707
Desktop,16,Win10,6,0,,14,i5-9400F,Gamer,a5f71d2ea2f24ae6b1e1352bf8afab03
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2760QM,Web User,0eb2dac583f84491b4877e94299f86f7
Desktop,16,Win10,6,1,Low-End Graphics Cards,14,i5-9600K,Office/Productivity,12ce71a7a2ce43e58ac50c72ed2f33bf
Desktop,32,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Casual User,9c3a84af40af4605820cf1f01750a75a
Desktop,4,Win10,4,5,Low-Midrange Graphics Cards,22,J1900,Entertainment,0600cd9727854500a2530b0faeeffa52
2 in 1,8,Win10,4,0,,10,i5-1035G1,Communication,06543ad9e6094418b2def2829fe3c6ae
Desktop,16,Win10,6,0,High-End Graphics Cards,14,i5-9600K,Web User,994ddc29c3ed439c88d53a92c9c69dad
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual Gamer,0318608921374cf2ad210095521b12be
Desktop,12,Win10,4,6,Low-End Graphics Cards,32,i5-2400,Communication,068a8ffc6e9246199fc261556d906f7a
Notebook,32,Win10,4,2,High-End Graphics Cards,14,i7-7700HQ,Office/Productivity,05d74a1033884d96927388dfac319a44
Notebook,16,Win10,2,2,,14,i7-7600U,Casual User,3eb6edf252ee449a867da26113d19979
Notebook,16,Win10,2,4,Low-End Graphics Cards,14,i5-5200U,Casual User,0664ad60572a43eb8a5ac56ea49ad3dc
Notebook,16,Win10,4,6,Low-Midrange Graphics Cards,32,i7-2670QM,Web User,abc57596c8804051bff29673631ece8d
Notebook,16,Win10,4,1,,14,i7-8650U,Content Creator/IT,5d88aa452105421baa69e8816a362d25
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i3-7100U,Entertainment,cef603fed7794588a609dc67ceb22147
2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Communication,ff884fb324f54d58983806f8c590cfe6
Desktop,32,Win10,4,5,High-End Graphics Cards,22,i7-4790,Casual Gamer,0782f6e34ec344aeaaffb8a0256033d6
Desktop,4,Win10,2,5,Low-Midrange Graphics Cards,22,G1830,Web User,1d4804cf95194e2786859e332d5a0da9
Notebook,8,Win10,4,6,Low-End Graphics Cards,32,i7-2670QM,Office/Productivity,439f26793c404255b00c855770b76d33
Desktop,8,Win10,4,5,Mid-Range Graphics Cards,22,i7-4790,Gamer,0664bbdcc0824fb6a18a34e91936c1f6
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8750H,Casual Gamer,0831883193eb4c5ca9431a8dd2dc0090
Notebook,64,Win10,4,4,Low-Midrange Graphics Cards,14,E3-1535Mv5,Casual Gamer,ee7a9d66c90c4e9e8e07f2582d2ece1c
Intel NUC/STK,8,Win10,4,1,,14,i5-8259U,Casual User,7a4ba061da3c4cffb2d9ffcb705e73a0
Notebook,64,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,9c8db6570fb04cee806ef29b9d8c9dc0
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT,f5f2f02ac8a6439c844c4417b7aea16c
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700,Content Creator/IT,c5a7c50f9459429b9e83e50fa17e957a
Desktop,8,Win10,4,6,,32,i7-2600,Web User,e5082327619947e3a876061c3a7341ee
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Casual Gamer,e60c3b1530e24fc2891728465e1530de
Desktop,64,Win10,6,0,,14,i5-9400F,Entertainment,dd45519268c34b94ac70ca734425d911
Notebook,8,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Web User,e6396fe02d584ace826d84708878c46c
Desktop,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6260U,Communication,f0d3155751d84f2dac86634ca47ee308
Desktop,16,Win10,6,0,,14,i5-9400F,Content Creator/IT,ec81724ccf504d2daa49b68f1d1388d6
Notebook,4,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Communication,0816043b4d084db1bf8aebfb1c28f189
Desktop,4,Win10,2,6,Low-Midrange Graphics Cards,32,G645,Casual User,03ec6aefbb8e4e1c80bbaca93cbff9c9
Notebook,4,Win10,4,1,Low-End Graphics Cards,14,N5000,Win Store App User,0685e1af9f244129aa3a82b96a9d71de
Desktop,8,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8500,Casual User,09e9a51b9d734fea9123f401497b0e99
Notebook,12,Win10,2,5,Mid-Range Graphics Cards,22,i5-4200H,Casual Gamer,065dc46cde81468c81ab4dba8d47e296
2 in 1,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7600U,Office/Productivity,048ae73f06014bc484f278e837e54908
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6300U,Communication,0ab8578486b94f97a5145bb72e779670
Notebook,4,Win10,2,1,Low-Midrange Graphics Cards,14,i3-8130U,Casual User,0662c23c6ea745278900ba10f513eeee
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,22,i7-3540M,Office/Productivity,07484e406c11451e8d24d4805869d60d
Notebook,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Gamer,aedfe43abe704696b236614d090756da
Desktop,16,Win10,4,1,Office-Class Graphics Cards,14,i5-7400,File & Network Sharer,6005f9e5174245a494e0bb22e9cedb60
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Casual User,6f47469fffd34853869893b5f274a7d4
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Content Creator/IT,ce73f6f1eb014ef489606a988f93c8f5
Desktop,6,Win10,4,6,Office-Class Graphics Cards,65,Q6600,Office/Productivity,1c279f4b1a20478286de1e09d68cc14d
Notebook,4,Win10,2,4,Low-Midrange Graphics Cards,14,i5-5200U,Web User,a66fcf4d5d864a729663982e288744c1
Other,4,Win10,4,3,,14,i5-6500,Web User,ee0a0df33c974ee4b9dd30d560f4c857
Desktop,16,Win10,4,2,High-End Graphics Cards,14,i5-7600K,Gamer,4bbdaee2b196442e94af81e422d19334
Desktop,8,Win10,4,0,,14,i3-9100F,Gamer,60e62634d9c7478da5b6db69a91039a6
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4440S,Win Store App User,98376b9b633741e2a7498adf23af8a71
2 in 1,8,Win10,2,6,Low-End Graphics Cards,22,i7-4650U,Communication,b797d5ffe54a49fd8bed80ff368be9c4
Desktop,12,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6400,Gamer,bcb5e893fb414e90b0e16781bb98042a
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Casual Gamer,9c47222d281a4076a1c86fd4b65e1a31
2 in 1,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8705G,Gamer,d34a9907fd804b479d24e47a4df45e95
Desktop,16,Win10,4,6,High-End Graphics Cards,32,i7-2600,Entertainment,f75b4badb6c14968b40720f9c1d11363
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,i5-560M,Web User,dfa8156568aa49ec9abdf784d23cc278
Desktop,12,Win10,4,5,Low-Midrange Graphics Cards,22,i7-4710MQ,Web User,c5325026b21142c79bec388ecb3d3f4f
Notebook,16,Win10,4,5,Low-End Graphics Cards,22,i7-4810MQ,Content Creator/IT,a1f313cbb3e242ecb3f249868f934625
Notebook,6,Win10,2,6,Office-Class Graphics Cards,22,i5-4200U,Web User,e824a99e05f545c9894b7694f6ccaf0d
Desktop,16,Win10,4,4,Not Suited for Games,22,E3-1231v3,Casual User,f93f30840515459e95ef8d8260c02b16
Notebook,2,Win10,2,-1,Office-Class Graphics Cards,65,T7200,Content Creator/IT,ef8bff25c4464aac87983aff08d04000
2 in 1,16,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Communication,02b5ca933d394edb819c20b1c2c59f59
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i5-4210U,Web User,0a2d6a1936794508acc534afedab6eea
Desktop,8,Win10,4,6,Low-End Graphics Cards,32,i5-2400,Web User,06b40d843be7494cac7a993b5577cbf5
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual Gamer,0395dc151aa345f4a82b5ed7f7a04781
Desktop,16,Win10,6,2,High-End Graphics Cards,14,i5-8600K,Web User,0633dc5e572b4df5ad78f803717529cf
Notebook,16,Win10,4,0,,14,i5-8365U,Communication,09709a24bbb8487ab330d3a8b6ddbaed
Notebook,16,Win10,6,1,Low-Midrange Graphics Cards,14,i7-9750H,Casual Gamer,041378293fca4f8c82c4adc42a288235
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Web User,06f1e87583c6479abec4525b8b29e564
Desktop,32,Win10,8,1,,14,i9-9900K,Casual Gamer,0584bbfd02e344b6ade1129b1010295a
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Web User,075b78721ca247f4a5a697031e1163ff
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i7-3770,Web User,07dd51434ab04af19ca855fd8f4faba2
2 in 1,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Entertainment,060abb00374f4a3285cb906b7ae5ea5c
Desktop,8,Win10,6,1,Low-Midrange Graphics Cards,14,i7-8700,Office/Productivity,07e8681b41204617b6daf3cbd7ffff2e
Desktop,16,Win10,2,3,Low-End Graphics Cards,14,G4400T,Casual User,052a4c67f0314e0182b077df9dec35f1
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6700HQ,Gamer,b00c0c6dcb1944a29a6e9747b7a2477f
Notebook,8,Win10,4,0,Low-Midrange Graphics Cards,14,i5-8265U,Casual User,346a16a27d094e20807c3c9f3cd414c9
2 in 1,8,Win10,2,2,Mid-Range Graphics Cards,14,i5-7200U,Communication,4f7a3a83c73f467f849bcc177108171e
Notebook,16,Win10,4,6,Mid-Range Graphics Cards,32,i7-2720QM,Web User,8fd602f596424dc98c3b170319fc2551
Notebook,8,Win10,2,6,Low-End Graphics Cards,32,i5-2520M,Web User,8cd6ca8e34034178a4fe6d18d46ed885
Desktop,16,Win10,4,3,High-End Graphics Cards,14,i7-6700,Casual Gamer,ab5bf179bcd84d6484cc2a63b181e3e8
Notebook,16,Win10,4,3,High-End Graphics Cards,14,i7-6820HK,Content Creator/IT,f5fe118bcd1548b6b967b248505fb046
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,File & Network Sharer,b5e1c871218b418a80d7ec56432b7080
Notebook,12,Win10,2,4,Low-Midrange Graphics Cards,14,i7-5500U,Communication,ccdd1e099f7041748b15476293925a53
Desktop,16,Win10,4,0,,14,i3-9100,Gamer,95c8dd1f75c44e70a7f2735a52c7b295
Desktop,4,Win10,5,5,Low-End Graphics Cards,22,i3-4150,Communication,7fd22ac61800453f9a311fc0b952c32a
Notebook,4,Win10,2,2,Low-Midrange Graphics Cards,14,i3-6006U,Casual Gamer,f6bf61508b704ec7899926d62e11b7cd
Desktop,8,Win10,2,6,Office-Class Graphics Cards,45,E8500,Content Creator/IT,057265c166c0493684f63eff3a61bdab
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,22,i5-3450,Content Creator/IT,3ee433079ef34e84a1cdbc50472e94dc
Desktop,16,Win10,4,3,Low-End Graphics Cards,14,i7-6700,Content Creator/IT,f046d8684c944ad98c8cef33db963443
Desktop,12,Win10,2,4,Low-End Graphics Cards,14,i3-5010U,Entertainment,62bf73793da14a7dbbcbf7d7c908f35b
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Communication,64ddb0f37f294663b2f0160dabfd45b7
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i7-6600U,Casual User,e3c578783bb1499890ec5ce356a684ab
Notebook,4,Win10,2,6,Low-Midrange Graphics Cards,32,i3-370M,Entertainment,1e7d3271a0df40b0aeab5d6ae69312df
Desktop,8,Win10,4,2,Office-Class Graphics Cards,14,i7-7700,Web User,f2abf17fe6224e05b406135113117eb3
Desktop,32,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,File & Network Sharer,f38b5d6375c94b7f90b776592d99ad4f
Desktop,24,Win10,4,-1,Mid-Range Graphics Cards,65,i7-950,Web User,8242e29ff8c24802a05b1106f1e9bcb4
Notebook,4,Win10,4,0,,10,i5-1035G1,Casual User,04c53224a98d4f39b77202910255fbcd
Desktop,32,Win10,8,0,,14,i7-9700K,Gamer,0349725bb1e44dbfa6899839a1ad4576
Notebook,8,Win10,2,6,Mid-Range Graphics Cards,22,i5-4200M,Casual User,8075ded9e11a4a58963df5deca4a7ed1
Desktop,6,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400S,Web User,dbd588ac06ac468da0d89cf519114f32
Desktop,8,Win10,4,0,Low-Midrange Graphics Cards,14,i3-9100T,Gamer,a44205ed4a6446f0895dcfd1358a1a99
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i5-3210M,Web User,0461b43bbff04ef08d69e1fcba752827
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i3-2350M,Web User,047c6cc3e00a4c9ca1d5ceed03c9b059
Desktop,8,Win10,4,4,Low-End Graphics Cards,22,i5-4590,Communication,063bfc50b70d4f018f13e21ad9d06b5f
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Communication,07e06c48a59f4872b617334510169f87
Desktop,16,Win10,6,0,,14,i5-9400F,Gamer,05fed25871894231872b22031d594d6f
Notebook,16,Win10,2,2,Mid-Range Graphics Cards,14,i7-7500U,Communication,c17357cce33448ba8096080238a1150e
Notebook,4,Win10,2,6,Low-End Graphics Cards,32,i3-2350M,Casual Gamer,d160a354e5ee4bf1a7f6853c09c3e31b
Notebook,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Win Store App User,0544893fb5c24922bcaddb95c9ff5321
Notebook,4,Win10,4,0,,10,i5-1035G1,Casual Gamer,041dbbccb08f46ff968d1f5bf16e10ea
Desktop,16,Win10,4,-1,,-1,Unknown,Win Store App User,08d8da3254834d0a9c973897684a9bc1
Desktop,32,Win10,4,5,High-End Graphics Cards,22,i7-4790K,Entertainment,048a4cbb4e2a4637a5838e05baa00f21
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-480M,Win Store App User,8d4e6b0d395140f08deedf0c941bdc16
Desktop,16,Win10,6,2,High-End Graphics Cards,14,i5-8600K,Gamer,9dbfba94d3ea46d2a4255402e6f52960
Notebook,8,Win10,2,6,Office-Class Graphics Cards,22,i3-4010U,Web User,be2c0f02c51a466f9555df536ce98553
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Communication,0805d962ad7e45e596f8ab814a487d40
Notebook,8,Win10,2,4,Low-Midrange Graphics Cards,14,i7-6500U,Web User,9a78aa6c782548ab8dff3a7ea12deb0c
Intel NUC/STK,16,Win10,4,1,Office-Class Graphics Cards,14,i7-8809G,Casual User,6ac7d2c7529a442f8b9547abd9f850cd
Notebook,2,Win10,4,4,Low-Midrange Graphics Cards,22,N3540,Casual Gamer,44af3813d0be4ba6befa393fafcfb956
Desktop,16,Win10,6,1,Low-Midrange Graphics Cards,14,i5-8500,Casual User,052e01ffbfbe4e0180638caad61c599d
Notebook,8,Win10,2,5,Office-Class Graphics Cards,22,i5-4300U,Office/Productivity,f640724b411741be9324a79bb43bb2e7
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i7-3520M,Communication,c07403152e5643a7911707f9fd2522c6
Desktop,8,Win10,6,2,Low-Midrange Graphics Cards,14,i5-8500,Communication,0aaed1a82deb49b4a7e2cc1a45c80a2f
Notebook,16,Win8.1,4,5,Low-End Graphics Cards,22,i7-4700MQ,Casual User,f58d97a8094144ef9bf0370a473aa9e4
Notebook,4,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Office/Productivity,137475a7544544feab47784409059838
Desktop,12,Win10,4,6,Mid-Range Graphics Cards,32,i5-2500K,Gamer,1e34dc00158a40689c8187e99dd7d3a8
Notebook,20,Win10,2,4,Low-End Graphics Cards,14,i5-5300U,Content Creator/IT,149bc3f449bf4aaab0c4e287df09eee3
Desktop,12,Win10,4,4,Low-End Graphics Cards,22,i5-4460,Communication,df251541ec374abb8578bb670148f76a
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Web User,d0f41bebb8094af4b86c7e9c6c238063
2 in 1,8,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,1e0852d8ae704f56aec82e5a0cfa0965
Intel NUC/STK,8,Win10,4,0,,14,i5-8265U,Web User,d2c8ddcd2a51496d8e328c8b6a8ada5e
Notebook,12,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,fe9cc778cd8f417898df092c9e0a8c15
Desktop,16,Win10,6,1,Not Suited for Games,14,i7-8700,Communication,8623663661f64cb9ad85162d3c0001de
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8265U,Communication,0829b039296e46468aa5bde960944a5a
Desktop,8,Win10,4,4,High-End Graphics Cards,14,i5-6600K,Web User,97661871c41f4ba697bd6f72d098c873
Notebook,16,Win10,2,3,Low-Midrange Graphics Cards,14,i5-6200U,Web User,aad8b899dcf5419fa29034320e972c6d
Desktop,8,Win10,4,6,Low-Midrange Graphics Cards,32,i5-2400,Content Creator/IT,ce660e8cbbda4a649a50d55b73a6ab58
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i7-8565U,Office/Productivity,05abdeae62db4504abb577b4ec8bfc44
Notebook,8,Win10,2,6,Low-End Graphics Cards,22,i3-3227U,Entertainment,6d639ae2660448c5b7fe3a92aae6c7cc
Desktop,16,Win10,2,6,Low-End Graphics Cards,22,i5-4250U,Communication,ad236876123d49a7b78caf12253b02cc
Desktop,8,Win10,4,6,Low-End Graphics Cards,22,i5-4570,Web User,055488c1a0ea4001958d14a3c0a41b88
Notebook,8,Win10,4,1,Low-Midrange Graphics Cards,14,i5-8250U,Web User,0619b384ffd8401988bd9c8cb2fe8976
Desktop,16,Win10,6,1,High-End Graphics Cards,14,i5-9400,Web User,053bc4488df943aeb45757b8deeded68
Notebook,8,Win10,2,5,Low-End Graphics Cards,22,i5-4300M,Web User,04ffbc480b4849d6993d22150d26dfea
Notebook,16,Win10,2,2,Low-Midrange Graphics Cards,14,i7-7500U,Win Store App User,072347a3a14c4016ac852708454f9081
Desktop,64,Win10,8,1,Low-Midrange Graphics Cards,14,i7-9700K,Web User,049d7cfb2f244252ab0b09a21e869849
2 in 1,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,File & Network Sharer,03bfd48f3ee7495da63aa60f333fcdce
Desktop,32,Win10,4,2,High-End Graphics Cards,14,i7-7700K,Content Creator/IT,a9a393b1fead4f7ea4ffb0d21c8d3f42
Desktop,32,Win10,4,6,High-End Graphics Cards,22,i5-3470,Web User,fbc4272669654b05a3e59cd149530c69
Notebook,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7200U,Casual User,0722733ae8bd4c798aa3a871e5ba476c
Notebook,32,Win10,4,2,Office-Class Graphics Cards,14,i7-7700HQ,Casual Gamer,e614c6d97b714d1399d035801e01ca46
Desktop,16,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7260U,Web User,054c10f38f9d47eaba5fc0b6f25b868e
Desktop,8,Win10,2,4,,14,i5-6260U,Web User,cb3ff6b6bd284fa683bdbfcdcb15de37
Notebook,16,Win10,4,3,Low-Midrange Graphics Cards,14,i7-6700HQ,Casual Gamer,ee08314c8dcc4ae994d7e235043a0a33
Notebook,8,Win10,2,6,Low-Midrange Graphics Cards,32,i5-450M,Web User,dd30703d98ab4679b54f4a692b8efd1d
Desktop,4,Win10,2,-1,Low-Midrange Graphics Cards,90,i3-530,Casual User,d296fc4bde294dcc944f7dca68273aaa
Desktop,64,Win10,8,0,High-End Graphics Cards,14,i7-9800X,Entertainment,f2e570834bd5418ab02eed379a91c8ed
Intel NUC/STK,8,Win10,2,2,Low-Midrange Graphics Cards,14,i5-7300U,Casual User,b93fa9fbee754c63b1a95d26cd7806d2
Desktop,32,Win10,6,1,High-End Graphics Cards,14,i7-8086K,Web User,e1eeccf023d843e2bb64e47b600fe610
Notebook,8,Win10,2,-1,Mid-Range Graphics Cards,-1,Unknown,Casual User,fa5a742ca91d4c9689072ca58b2f08ef
Desktop,16,Win10,4,3,Low-Midrange Graphics Cards,14,i5-6500,Communication,0710a8d460da4377afe5ddfc068ebe73
Notebook,16,Win10,4,5,Mid-Range Graphics Cards,22,i7-4710HQ,Casual Gamer,47d46b8310c64fa5a7b0ff2f4b976510
